-6.232,-6.236,-6.239,-6.242,-6.245,-6.248,-6.251,-6.253,-6.255,-6.256,-6.258
-6.181,-6.187,-6.193,-6.198,-6.204,-6.209,-6.214,-6.219,-6.224,-6.228,-6.232
-6.105,-6.114,-6.122,-6.13,-6.138,-6.146,-6.153,-6.16,-6.167,-6.174,-6.181
-6.007,-6.018,-6.028,-6.039,-6.049,-6.059,-6.068,-6.078,-6.087,-6.096,-6.105
-5.889,-5.901,-5.914,-5.926,-5.938,-5.95,-5.962,-5.973,-5.985,-5.996,-6.007
-5.753,-5.767,-5.782,-5.795,-5.809,-5.823,-5.836,-5.85,-5.863,-5.876,-5.889
-5.603,-5.619,-5.634,-5.65,-5.665,-5.68,-5.695,-5.71,-5.724,-5.739,-5.753
-5.439,-5.456,-5.473,-5.489,-5.506,-5.522,-5.539,-5.555,-5.571,-5.587,-5.603
-5.261,-5.279,-5.297,-5.315,-5.333,-5.351,-5.369,-5.387,-5.404,-5.421,-5.439
-5.069,-5.089,-5.109,-5.128,-5.147,-5.167,-5.186,-5.205,-5.223,-5.242,-5.261
-4.865,-4.886,-4.907,-4.928,-4.948,-4.969,-4.989,-5.01,-5.03,-5.05,-5.069
-4.648,-4.67,-4.693,-4.715,-4.737,-4.758,-4.78,-4.801,-4.823,-4.844,-4.865
-4.419,-4.442,-4.466,-4.489,-4.512,-4.535,-4.558,-4.581,-4.603,-4.626,-4.648
-4.177,-4.202,-4.226,-4.251,-4.275,-4.299,-4.323,-4.347,-4.371,-4.395,-4.419
-3.923,-3.949,-3.974,-4,-4.026,-4.051,-4.077,-4.102,-4.127,-4.152,-4.177
-3.656,-3.684,-3.711,-3.737,-3.764,-3.791,-3.818,-3.844,-3.87,-3.897,-3.923
-3.378,-3.407,-3.435,-3.463,-3.491,-3.519,-3.547,-3.574,-3.602,-3.629,-3.656
-3.089,-3.118,-3.147,-3.177,-3.206,-3.235,-3.264,-3.293,-3.321,-3.35,-3.378
-2.788,-2.818,-2.849,-2.879,-2.909,-2.939,-2.97,-2.999,-3.029,-3.059,-3.089
-2.475,-2.507,-2.539,-2.57,-2.602,-2.633,-2.664,-2.695,-2.726,-2.757,-2.788
-2.152,-2.185,-2.218,-2.25,-2.283,-2.315,-2.348,-2.38,-2.412,-2.444,-2.475
-1.819,-1.853,-1.886,-1.92,-1.953,-1.987,-2.02,-2.053,-2.087,-2.12,-2.152
-1.475,-1.51,-1.544,-1.579,-1.614,-1.648,-1.682,-1.717,-1.751,-1.785,-1.819
-1.121,-1.157,-1.192,-1.228,-1.263,-1.299,-1.334,-1.37,-1.405,-1.44,-1.475
-0.757,-0.794,-0.83,-0.867,-0.903,-0.94,-0.976,-1.013,-1.049,-1.085,-1.121
-0.383,-0.421,-0.458,-0.496,-0.534,-0.571,-0.608,-0.646,-0.683,-0.72,-0.757
0,-0.039,-0.077,-0.116,-0.154,-0.193,-0.231,-0.269,-0.307,-0.345,-0.383
